"mnum","teamdate","team","date","goal","fkblock","fkgoal","fkmiss","fktarget","penblock","pengoal","penmiss","pentarget","shotibblock","shotibgoal","shotibmiss","shotibtarget","shotobblock","shotobgoal","shotobmiss","shotobtarget","assist","cornertaken","cross","keypass"
7688,"huddersfield 20140913","huddersfield",20140913,1,0,0,0,0,0,0,0,0,1,1,2,2,2,0,3,1,1,3,10,7
7689,"huddersfield 20150228","huddersfield",20150228,0,2,0,0,0,0,0,0,0,3,0,6,2,5,0,3,2,0,5,20,11
7690,"groningen 20141005","groningen",20141005,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,10,3
7691,"groningen 20140928","groningen",20140928,1,1,0,1,0,0,1,0,0,1,1,4,0,1,0,5,2,0,5,20,10
7692,"groningen 20140921","groningen",20140921,0,0,0,0,0,0,0,1,0,0,0,2,2,1,0,1,4,0,5,32,5
7693,"de graafschap 20151121","de graafschap",20151121,1,0,0,0,0,0,1,0,0,5,1,4,3,5,0,5,3,0,5,25,17
7694,"huddersfield 20151107","huddersfield",20151107,0,0,0,1,0,0,0,0,0,3,0,3,5,2,0,5,1,0,3,20,16
7695,"huddersfield 20151020","huddersfield",20151020,2,0,0,0,1,0,0,0,0,0,2,3,1,0,0,1,2,1,4,19,9
7696,"huddersfield 20151031","huddersfield",20151031,1,0,0,0,0,0,0,0,0,1,1,5,1,1,0,2,2,0,13,31,9
7697,"huddersfield 20151024","huddersfield",20151024,1,0,0,0,0,0,0,0,0,2,1,3,2,2,0,2,3,0,8,27,11
7698,"huddersfield 20151017","huddersfield",20151017,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,6,19,5
7699,"huddersfield 20151103","huddersfield",20151103,2,0,0,0,0,0,0,0,0,1,2,0,2,0,0,1,0,2,2,7,5
7700,"huddersfield 20150829","huddersfield",20150829,0,1,0,0,0,0,0,0,0,3,0,4,0,4,0,2,1,0,8,22,10
7701,"huddersfield 20150822","huddersfield",20150822,1,0,0,0,0,0,0,0,0,0,1,4,3,1,0,2,2,1,9,15,9
7702,"huddersfield 20150818","huddersfield",20150818,1,0,0,1,0,0,0,0,0,2,1,1,2,2,0,4,0,0,6,28,8
7703,"huddersfield 20150815","huddersfield",20150815,1,0,0,1,0,0,0,0,0,3,1,5,3,1,0,2,1,0,7,20,11
7704,"roda 20150927","roda",20150927,1,1,0,0,0,0,0,0,0,0,1,2,2,1,0,4,2,1,4,16,5
7705,"roda 20150920","roda",20150920,1,0,1,0,0,0,0,0,0,1,0,6,3,1,1,1,2,0,5,14,11
7706,"nice 20151201","nice",20151201,0,0,0,0,3,0,0,0,0,0,0,2,2,2,0,1,5,0,2,16,9
7707,"monaco 20150822","monaco",20150822,1,0,0,0,0,0,0,0,0,2,0,5,2,3,1,1,0,1,5,23,11
7708,"rotherham 20141213","rotherham",20141213,0,1,0,0,0,0,0,0,0,0,0,4,1,3,0,5,3,0,4,24,12
7709,"rotherham 20141228","rotherham",20141228,1,0,0,0,1,0,0,1,0,2,1,5,2,3,0,3,5,1,9,29,17
7710,"rotherham 20141226","rotherham",20141226,2,0,0,1,1,0,0,0,0,1,1,2,0,0,1,2,2,1,2,21,5
7711,"rotherham 20141206","rotherham",20141206,0,0,0,1,0,0,0,0,0,1,0,0,3,2,0,5,2,0,1,12,9
7712,"rotherham 20141220","rotherham",20141220,2,0,0,0,0,0,0,0,0,1,2,3,2,2,0,1,2,1,3,13,10
7713,"rayo vallecano 20150403","rayo vallecano",20150403,2,0,0,0,0,0,0,0,0,0,2,3,5,0,0,2,1,2,4,24,10
7714,"rayo vallecano 20150411","rayo vallecano",20150411,1,0,0,0,0,0,0,0,0,1,1,3,2,1,0,3,1,1,4,22,9
7715,"rayo vallecano 20150408","rayo vallecano",20150408,0,1,0,0,0,0,0,0,0,2,0,2,4,4,0,4,4,0,8,33,12
7716,"charlton 20150224","charlton",20150224,0,0,0,1,1,0,0,0,0,2,0,1,1,1,0,1,2,0,3,10,2
7717,"charlton 20150502","charlton",20150502,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,2,1,0,2,12,7
7718,"sc bastia 20141206","sc bastia",20141206,0,0,0,0,0,0,0,0,0,1,0,4,4,0,0,2,1,0,3,13,10
7719,"fc dordrecht 20150510","fc dordrecht",20150510,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,3,18,4
7720,"fc dordrecht 20150517","fc dordrecht",20150517,2,0,0,1,2,0,0,0,0,1,1,0,4,1,1,5,3,2,3,8,13
7721,"balikesirspor 20150208","balikesirspor",20150208,0,1,0,1,0,0,0,0,0,1,0,1,0,4,0,2,1,0,5,25,6
7722,"balikesirspor 20150216","balikesirspor",20150216,1,1,0,1,0,0,0,0,0,1,1,2,2,5,0,5,1,1,9,28,12
7723,"balikesirspor 20150404","balikesirspor",20150404,1,0,0,1,0,0,0,0,0,3,1,2,1,3,0,3,0,1,3,23,10
7724,"balikesirspor 20150426","balikesirspor",20150426,1,0,0,0,0,0,0,0,0,4,1,1,4,2,0,2,0,1,3,14,12
7725,"balikesirspor 20150320","balikesirspor",20150320,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,2,0,2,0,11,7
7726,"balikesirspor 20150313","balikesirspor",20150313,2,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,1,2,4,19,5
7727,"toulouse 20141202","toulouse",20141202,2,0,0,1,0,0,0,0,0,1,2,4,0,0,0,1,0,2,4,17,7
7728,"balikesirspor 20141124","balikesirspor",20141124,1,0,0,0,1,0,1,0,0,3,1,1,1,1,0,2,1,0,3,25,5
7729,"inter 20150215","inter",20150215,4,0,0,0,0,0,1,0,0,3,2,2,1,4,2,2,2,1,8,21,13
7730,"huddersfield 20151003","huddersfield",20151003,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,2,3,0,4,18,11
7731,"huddersfield 20150924","huddersfield",20150924,1,0,0,0,0,0,0,0,0,3,0,4,0,3,1,1,1,1,11,35,13
7732,"huddersfield 20150919","huddersfield",20150919,4,0,0,3,0,0,0,0,0,1,3,4,2,0,1,4,1,3,2,21,11
7733,"huddersfield 20150915","huddersfield",20150915,2,0,1,0,1,0,0,0,0,3,1,5,1,2,1,1,2,1,8,23,11
7734,"huddersfield 20150912","huddersfield",20150912,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,5,18,6
7735,"real betis 20151004","real betis",20151004,2,0,0,0,0,0,0,0,0,0,2,0,4,1,0,1,1,2,3,9,7
7736,"real betis 20150823","real betis",20150823,1,2,0,0,0,0,0,0,0,1,1,6,1,2,0,7,4,0,7,46,11
7737,"rayo vallecano 20151107","rayo vallecano",20151107,2,0,0,0,0,0,0,0,0,0,2,1,0,1,0,3,0,1,4,20,6
7739,"rayo vallecano 20151023","rayo vallecano",20151023,3,0,0,0,1,0,1,0,1,2,2,0,3,1,1,2,2,2,6,21,10
7740,"rayo vallecano 20151017","rayo vallecano",20151017,2,0,0,0,0,0,0,0,0,4,2,3,4,3,0,4,2,1,10,25,15
7741,"nec nijmegen 20150828","nec nijmegen",20150828,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,1,1,9,3
7742,"nec nijmegen 20150823","nec nijmegen",20150823,0,1,0,0,0,0,0,0,0,1,0,1,0,3,0,2,1,0,1,13,4
7743,"nec nijmegen 20150816","nec nijmegen",20150816,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,3,17,3
7744,"nec nijmegen 20150812","nec nijmegen",20150812,1,0,0,0,1,0,0,0,0,2,0,3,0,0,1,1,1,1,8,21,7
7745,"deportivo la coruna 20141031","deportivo la coruna",20141031,1,1,0,0,0,0,0,0,0,0,1,3,1,2,0,2,0,1,4,25,8
7746,"millwall 20141129","millwall",20141129,2,0,0,0,0,0,0,0,0,2,2,2,3,3,0,2,2,1,6,22,10
7747,"millwall 20141122","millwall",20141122,0,0,0,0,0,0,0,0,0,1,0,1,4,3,0,3,2,0,7,24,11
7748,"arsenal 20150314","arsenal",20150314,3,0,0,0,0,0,0,0,0,5,3,5,6,0,0,0,0,3,7,23,16
7749,"metalist kharkiv 20141127","metalist kharkiv",20141127,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,2,0,1,2,11,5
7750,"metalist kharkiv 20141211","metalist kharkiv",20141211,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,4,4,0,4,21,13
7751,"az alkmaar 20150418","az alkmaar",20150418,3,1,1,0,0,0,0,0,0,2,1,1,5,3,2,2,1,2,10,20,13
7752,"az alkmaar 20141025","az alkmaar",20141025,2,0,1,0,0,0,0,1,0,2,1,3,3,3,1,7,0,0,9,39,10
7753,"groningen 20150222","groningen",20150222,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,2,0,1,2,17,6
7754,"groningen 20150418","groningen",20150418,4,0,0,1,1,0,0,0,0,0,4,3,1,0,0,4,2,4,1,9,10
7755,"groningen 20150517","groningen",20150517,5,0,1,1,0,0,0,0,0,0,3,2,0,0,2,3,3,4,6,16,8
7756,"groningen 20150131","groningen",20150131,2,0,0,0,0,0,0,0,0,0,1,2,1,3,1,0,5,2,7,25,12
7757,"groningen 20150205","groningen",20150205,2,0,0,1,0,0,0,0,0,1,2,2,1,1,0,2,1,2,6,20,8
7758,"groningen 20150208","groningen",20150208,2,0,0,3,0,0,0,0,0,1,2,2,1,2,0,8,1,0,5,16,8
7759,"groningen 20150301","groningen",20150301,1,0,0,0,0,0,1,1,0,1,1,3,2,1,0,2,1,0,2,17,9
7760,"groningen 20141019","groningen",20141019,1,0,0,0,0,0,0,0,0,4,1,2,7,2,0,1,2,0,7,33,12
7761,"groningen 20141108","groningen",20141108,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,1,3,0,7,24,14
7762,"groningen 20141102","groningen",20141102,1,0,0,0,1,0,0,0,0,1,1,2,2,1,0,2,5,1,2,19,11
7763,"groningen 20141130","groningen",20141130,2,0,1,1,0,0,0,0,0,1,1,2,1,0,1,2,0,1,0,9,6
7764,"groningen 20141123","groningen",20141123,1,0,0,1,0,0,0,0,0,3,1,2,1,0,0,5,2,1,2,23,10
7765,"groningen 20141025","groningen",20141025,2,0,0,0,0,0,0,0,1,0,2,3,2,0,0,1,1,2,3,17,9
7766,"groningen 20140831","groningen",20140831,2,0,0,0,1,0,0,0,0,1,2,0,2,0,0,1,3,2,1,15,7
7767,"groningen 20140914","groningen",20140914,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,2,0,1,15,6
7768,"groningen 20140824","groningen",20140824,0,0,0,0,1,0,0,0,0,2,0,1,5,0,0,2,3,0,3,18,9
7769,"groningen 20140817","groningen",20140817,3,0,1,1,1,0,0,0,0,0,2,3,0,1,1,1,1,2,4,21,6
7770,"groningen 20140810","groningen",20140810,3,0,0,1,1,0,0,0,0,2,3,2,1,2,0,4,3,3,7,28,13
7771,"fiorentina 20141102","fiorentina",20141102,1,0,0,0,1,0,0,1,0,2,1,3,2,1,0,4,2,1,10,39,13
7772,"fiorentina 20140921","fiorentina",20140921,1,1,0,0,0,0,0,0,0,1,0,5,2,4,1,0,3,1,7,24,15
7773,"fiorentina 20140914","fiorentina",20140914,0,2,0,0,0,0,0,0,0,3,0,4,5,3,0,6,1,0,12,30,14
7774,"huddersfield 20150117","huddersfield",20150117,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,2,1,0,9,19,10
7775,"huddersfield 20150124","huddersfield",20150124,1,1,0,0,0,0,0,0,0,2,0,3,3,2,1,1,1,1,4,14,10
7776,"huddersfield 20150207","huddersfield",20150207,3,0,0,0,0,0,1,0,0,1,2,1,3,0,1,0,1,1,6,14,6
7777,"huddersfield 20150404","huddersfield",20150404,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,2,13,4
7778,"huddersfield 20150406","huddersfield",20150406,2,0,0,0,0,0,0,0,0,3,1,2,3,0,1,1,1,1,8,23,7
7779,"huddersfield 20141129","huddersfield",20141129,0,0,0,0,0,0,0,0,0,0,0,3,2,4,0,0,1,0,3,14,8
7780,"huddersfield 20141213","huddersfield",20141213,0,0,0,0,0,0,0,0,0,2,0,2,2,1,0,0,2,0,6,14,6
7781,"huddersfield 20141228","huddersfield",20141228,2,0,0,0,0,0,0,0,0,5,2,6,3,2,0,4,2,2,10,31,18
7782,"huddersfield 20141226","huddersfield",20141226,2,0,0,0,0,0,0,0,0,0,2,4,3,2,0,1,1,2,8,23,12
7783,"huddersfield 20141104","huddersfield",20141104,2,0,0,0,0,0,0,0,0,2,2,5,4,2,0,3,0,2,8,19,14
7784,"huddersfield 20141206","huddersfield",20141206,2,0,0,1,0,0,0,0,0,3,2,3,3,2,0,2,4,1,3,20,13
7785,"huddersfield 20141220","huddersfield",20141220,0,0,0,0,0,0,0,0,0,1,0,7,3,1,0,2,2,0,7,26,14
7786,"reading 20150422","reading",20150422,0,0,0,0,0,0,0,0,0,5,0,4,3,3,0,3,4,0,7,26,18
7787,"reading 20150404","reading",20150404,1,0,0,0,0,0,0,0,0,0,1,3,2,1,0,1,0,1,5,24,6
7788,"reading 20150411","reading",20150411,0,0,0,0,0,0,0,0,0,3,0,5,2,1,0,3,0,0,15,41,14
7789,"reading 20150407","reading",20150407,1,0,0,0,0,0,0,0,0,1,1,2,1,1,0,5,1,0,7,25,8
7790,"reading 20150414","reading",20150414,0,0,0,0,0,0,0,0,0,3,0,2,1,1,0,5,0,0,4,28,8
7791,"real betis 20151127","real betis",20151127,1,0,0,0,0,0,0,0,0,0,1,4,4,2,0,0,0,1,4,14,7
7792,"real betis 20150927","real betis",20150927,2,0,0,0,0,0,0,0,0,1,1,3,2,0,1,4,1,1,4,15,11
7793,"real betis 20150919","real betis",20150919,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,11,3
7794,"real betis 20150912","real betis",20150912,1,0,0,0,0,0,0,0,0,0,1,4,1,1,0,2,0,1,2,16,9
7795,"ipswich 20150131","ipswich",20150131,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,1,0,0,2,15,8
7796,"rotherham 20150110","rotherham",20150110,0,0,0,0,0,0,0,0,0,2,0,2,3,3,0,6,1,0,4,14,16
7797,"west ham 20150829","west ham",20150829,3,0,0,0,0,0,0,0,0,2,3,2,1,1,0,2,1,1,7,15,6
7798,"leeds 20151107","leeds",20151107,3,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,0,2,6,15,4
7799,"reims 20150509","reims",20150509,3,0,0,0,0,0,0,0,0,0,3,6,2,1,0,2,0,2,6,20,12
7800,"reims 20141122","reims",20141122,0,0,0,0,0,0,0,0,0,1,0,4,1,1,0,2,1,0,5,21,8
7801,"reims 20141109","reims",20141109,2,0,0,0,2,0,1,0,0,2,2,3,5,1,0,1,4,1,9,23,12
7802,"reims 20150222","reims",20150222,0,1,0,0,0,0,0,0,0,2,0,2,3,2,0,4,0,0,7,23,8
7803,"reims 20141031","reims",20141031,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0,1,5,15,5
7804,"reims 20141129","reims",20141129,2,0,0,0,0,0,0,0,0,2,2,2,0,1,0,1,3,2,6,20,8
7805,"reims 20150207","reims",20150207,1,0,0,1,0,0,0,0,0,1,1,1,3,1,0,4,0,1,7,19,10
7806,"reims 20141213","reims",20141213,3,0,0,1,0,0,0,0,0,2,3,2,1,3,0,2,1,0,5,20,8
7807,"reims 20141204","reims",20141204,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,4,3,0,3,10,9
7808,"reims 20141207","reims",20141207,2,0,0,1,0,0,0,0,0,1,1,2,1,2,1,4,2,2,7,31,11
7809,"reims 20150213","reims",20150213,2,0,0,0,0,0,0,0,0,2,2,4,3,0,0,1,2,1,4,12,11
7810,"reims 20141025","reims",20141025,1,1,0,1,0,0,0,0,0,2,1,1,0,4,0,3,1,1,5,24,8
7811,"reims 20140920","reims",20140920,1,1,0,0,0,0,0,0,0,0,1,0,1,3,0,1,1,1,1,12,5
7812,"reims 20140927","reims",20140927,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,3,12,4
7813,"reims 20140923","reims",20140923,0,0,0,0,0,0,0,0,1,1,0,2,2,2,0,2,1,0,3,12,6
7814,"reims 20141018","reims",20141018,1,1,1,0,0,0,0,0,0,1,0,4,2,2,1,0,3,0,2,19,8
7815,"reims 20141003","reims",20141003,1,0,0,0,0,0,0,0,0,2,0,3,0,1,1,1,0,0,6,13,6
7816,"reims 20140913","reims",20140913,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1,2,3,11,6
7817,"reims 20140830","reims",20140830,2,0,0,0,0,0,0,0,0,2,2,1,1,0,0,4,0,2,7,22,7
7818,"reims 20140823","reims",20140823,0,1,0,0,2,0,0,0,0,2,0,3,1,2,0,1,3,0,5,21,6
7819,"reims 20150516","reims",20150516,1,0,0,2,0,0,1,0,0,1,1,3,1,0,0,6,0,0,0,8,8
7820,"reims 20141220","reims",20141220,3,0,0,0,0,0,0,0,0,2,2,0,0,2,1,3,2,3,4,27,9
7821,"reading 20150314","reading",20150314,1,0,0,0,1,0,0,0,0,1,0,1,2,1,1,1,1,0,5,15,7
7822,"reading 20141004","reading",20141004,1,0,0,0,1,0,0,0,0,0,1,5,2,2,0,6,2,1,15,45,15
7823,"reading 20140920","reading",20140920,0,0,0,0,1,0,0,1,0,1,0,3,3,3,0,0,1,0,12,17,9
7824,"reading 20140916","reading",20140916,3,0,0,0,0,0,1,0,0,1,2,4,0,1,1,0,0,1,3,14,6
7825,"reading 20140913","reading",20140913,3,0,0,0,0,0,0,0,0,1,3,2,3,2,0,5,1,2,5,25,12
7826,"reading 20140830","reading",20140830,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,4,10,5
7827,"reading 20140823","reading",20140823,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,1,1,0,9,20,8
7828,"reading 20140819","reading",20140819,1,0,0,0,0,0,0,0,0,4,0,4,1,3,1,3,0,0,5,29,13
7829,"reading 20140816","reading",20140816,1,1,0,0,0,0,0,0,0,2,1,0,0,2,0,1,0,0,4,15,4
7830,"reading 20140809","reading",20140809,2,0,0,0,0,0,0,0,0,2,1,2,2,0,1,2,1,2,5,15,9
7831,"arsenal 20150317","arsenal",20150317,2,0,0,0,1,0,0,0,0,5,2,3,5,1,0,0,1,0,5,34,9
7832,"lille 20150221","lille",20150221,1,0,0,0,0,0,0,0,0,2,1,2,0,1,0,2,2,1,8,18,8
7833,"lille 20140815","lille",20140815,1,0,0,0,0,0,1,0,0,0,1,1,0,2,0,4,0,0,9,19,7
7834,"arsenal 20150524","arsenal",20150524,4,0,0,1,0,0,0,0,0,5,3,2,8,2,1,1,2,3,7,17,18
7835,"deportivo la coruna 20140920","deportivo la coruna",20140920,2,0,0,0,0,0,1,0,0,2,2,3,1,2,0,2,2,1,2,27,11
7836,"juventus 20150224","juventus",20150224,2,0,0,0,0,0,0,0,0,1,2,6,0,0,0,0,1,1,8,20,7
7837,"juventus 20150322","juventus",20150322,1,0,0,0,0,0,0,1,0,3,1,3,4,0,0,2,0,1,5,23,6
7838,"juventus 20150125","juventus",20150125,2,1,0,0,0,0,0,0,0,4,1,8,4,5,1,4,2,1,9,27,20
7839,"juventus 20150106","juventus",20150106,1,0,0,0,1,0,0,0,0,2,1,3,1,1,0,0,3,1,11,26,7
7840,"juventus 20150111","juventus",20150111,3,0,0,0,0,0,0,0,0,1,2,1,2,1,1,0,0,3,2,15,8
7841,"juventus 20150118","juventus",20150118,4,1,0,1,1,0,0,0,0,1,3,4,2,2,1,3,2,3,6,13,13
7842,"juventus 20141218","juventus",20141218,3,0,0,1,0,0,0,0,0,1,2,1,4,1,1,3,0,1,6,20,9
7843,"juventus 20141214","juventus",20141214,1,0,0,0,0,0,0,0,0,0,1,8,5,1,0,2,2,1,8,34,18
7844,"juventus 20141205","juventus",20141205,0,1,0,0,0,0,0,0,0,0,0,1,2,2,0,4,1,0,5,13,8
7845,"juventus 20141130","juventus",20141130,2,1,0,0,0,0,1,0,0,1,1,5,0,5,1,2,1,1,8,27,13
7846,"juventus 20141122","juventus",20141122,3,1,0,0,0,0,0,0,0,1,2,1,2,2,1,1,0,3,4,11,8
7847,"juventus 20141109","juventus",20141109,7,0,0,1,0,0,0,0,0,0,6,4,1,0,1,6,3,4,5,22,14
7848,"juventus 20141101","juventus",20141101,2,0,1,1,1,0,0,0,0,2,1,3,2,2,1,3,4,1,6,14,11
7849,"juventus 20141029","juventus",20141029,0,1,0,0,0,0,0,0,0,0,0,2,6,3,0,5,0,0,13,23,16
7850,"juventus 20141026","juventus",20141026,2,0,0,0,0,0,0,0,0,4,2,3,2,2,0,5,2,2,6,26,16
7851,"juventus 20141018","juventus",20141018,1,0,0,0,0,0,0,0,0,3,0,5,5,0,1,5,0,1,6,24,13
7852,"juventus 20141005","juventus",20141005,3,1,0,0,0,0,2,0,0,4,2,4,3,2,1,4,0,0,5,18,13
7853,"juventus 20140927","juventus",20140927,3,0,0,0,0,0,0,0,1,3,2,2,4,0,1,4,0,3,3,16,15
7854,"juventus 20140920","juventus",20140920,1,0,0,0,0,0,0,0,0,1,1,2,1,3,0,3,3,1,4,8,11
7855,"juventus 20140913","juventus",20140913,2,0,0,0,1,0,0,0,0,2,1,4,3,3,1,2,2,2,4,18,16
7856,"juventus 20140830","juventus",20140830,1,0,0,1,0,0,0,0,0,4,1,3,5,2,0,6,1,0,11,22,17
7857,"juventus 20140924","juventus",20140924,3,1,0,1,1,0,1,0,0,0,2,3,5,8,1,5,5,1,6,19,16
7858,"lyon 20150829","lyon",20150829,4,0,0,1,0,0,0,0,0,1,4,4,1,2,0,1,0,4,3,9,8
7859,"valencia 20150925","valencia",20150925,1,0,0,0,0,0,0,0,0,0,1,5,4,0,0,2,0,1,11,30,9
7860,"valencia 20150822","valencia",20150822,0,0,0,1,0,0,0,0,0,1,0,2,4,1,0,2,0,0,3,16,7
7861,"valencia 20150929","valencia",20150929,1,0,0,0,0,0,0,0,0,1,0,1,3,0,1,0,0,1,5,19,5
7862,"bayern munich 20151004","bayern munich",20151004,5,0,0,0,0,0,1,0,0,0,5,4,2,0,0,2,2,4,5,23,10
7863,"malaga 20150207","malaga",20150207,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,5,23,3
7864,"malaga 20150523","malaga",20150523,2,0,0,0,0,0,0,0,0,2,1,2,2,0,1,4,3,2,6,27,16
7865,"eibar 20141129","eibar",20141129,1,0,0,0,0,0,0,0,0,1,1,2,1,1,0,2,0,1,1,11,6
7866,"eibar 20141220","eibar",20141220,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,2,1,0,2,18,7
7867,"eibar 20141208","eibar",20141208,5,1,0,0,1,0,0,0,0,0,4,4,1,2,1,3,1,5,7,16,10
7868,"toulouse 20150111","toulouse",20150111,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,3,0,0,5,6,5
7869,"toulouse 20150117","toulouse",20150117,1,0,0,0,1,0,0,0,0,0,0,1,1,4,1,4,2,0,7,28,8
7870,"vitesse 20150926","vitesse",20150926,0,0,0,0,0,0,0,0,0,3,0,2,5,1,0,3,1,0,5,15,14
7871,"lorient 20150320","lorient",20150320,1,1,0,0,0,0,0,0,0,1,0,1,2,3,1,1,1,1,5,16,8
7872,"lorient 20151004","lorient",20151004,3,0,0,0,0,0,1,0,0,1,3,1,1,0,0,1,0,2,3,17,4
7873,"hoffenheim 20150502","hoffenheim",20150502,1,0,0,0,0,0,0,0,0,1,1,4,4,2,0,3,0,0,8,13,9
7874,"hoffenheim 20150214","hoffenheim",20150214,2,0,0,0,0,0,0,0,0,4,2,7,2,2,0,2,2,1,10,17,14
7875,"hoffenheim 20150221","hoffenheim",20150221,1,0,0,1,0,0,0,0,0,1,0,3,1,1,1,5,3,1,1,4,9
7876,"club bruges 20141211","club bruges",20141211,2,0,0,1,1,0,1,0,0,1,2,0,0,1,0,5,3,0,1,15,8
7877,"millwall 20141108","millwall",20141108,2,0,0,1,0,0,0,0,0,2,1,6,3,2,1,2,1,2,7,20,15
7878,"millwall 20140927","millwall",20140927,1,0,0,0,0,0,0,0,0,1,1,1,2,2,0,1,0,1,3,12,6
7879,"millwall 20140920","millwall",20140920,0,0,0,0,0,0,0,0,0,1,0,3,3,4,0,3,1,0,6,29,11
7880,"millwall 20140916","millwall",20140916,2,0,0,0,0,0,0,0,0,1,2,2,4,2,0,4,3,2,7,16,14
7881,"millwall 20140913","millwall",20140913,0,0,0,0,2,0,0,0,0,0,0,5,4,2,0,2,3,0,6,25,11
7882,"millwall 20140830","millwall",20140830,2,1,0,0,0,0,0,0,0,1,2,4,1,4,0,4,1,2,5,12,15
7883,"millwall 20140823","millwall",20140823,0,0,0,0,0,0,0,0,0,1,0,4,1,1,0,4,0,0,10,28,4
7884,"millwall 20140819","millwall",20140819,1,0,0,1,0,0,0,1,0,2,1,1,2,4,0,4,0,1,5,15,8
7885,"millwall 20140816","millwall",20140816,1,0,0,0,0,0,0,0,0,2,1,1,3,0,0,2,2,0,2,13,6
7886,"millwall 20140809","millwall",20140809,2,0,0,0,1,0,1,0,0,0,2,4,3,0,0,4,1,1,4,19,7
7887,"montpellier 20150523","montpellier",20150523,1,0,0,0,0,0,0,0,0,0,1,4,0,2,0,0,0,1,2,13,7
7888,"montpellier 20150516","montpellier",20150516,1,1,0,1,0,0,0,0,0,2,0,0,1,2,1,3,0,1,4,20,5
7889,"montpellier 20150426","montpellier",20150426,0,0,0,0,1,0,0,0,0,2,0,4,2,0,0,2,1,0,8,24,9
7890,"montpellier 20150419","montpellier",20150419,1,0,0,0,0,0,0,0,0,2,1,1,2,0,0,2,4,1,7,21,9
7891,"montpellier 20150502","montpellier",20150502,0,0,0,0,0,0,0,0,0,1,0,6,0,2,0,1,1,0,9,23,8
7892,"juventus 20150318","juventus",20150318,3,0,0,0,0,0,0,0,0,2,2,2,2,0,1,1,1,3,4,8,9
7893,"bournemouth 20150314","bournemouth",20150314,4,0,0,0,0,0,1,0,0,0,3,6,3,1,1,1,0,2,5,13,13
7894,"bournemouth 20150306","bournemouth",20150306,5,0,1,1,1,0,0,0,0,3,3,3,2,2,2,5,4,5,8,19,18
7895,"bournemouth 20150303","bournemouth",20150303,2,0,0,0,0,0,1,0,0,1,2,2,1,2,0,3,1,1,7,25,10
7896,"bournemouth 20150221","bournemouth",20150221,1,0,0,0,0,0,0,0,0,3,1,6,3,1,0,2,4,0,12,39,16
7897,"bournemouth 20150228","bournemouth",20150228,0,0,0,0,0,0,0,0,0,2,0,2,5,3,0,2,1,0,9,32,13
7898,"bournemouth 20150225","bournemouth",20150225,1,0,0,0,0,0,0,0,0,2,0,7,1,3,1,1,1,1,9,33,11
7899,"bournemouth 20150110","bournemouth",20150110,1,0,0,0,0,0,0,0,0,0,1,6,2,3,0,2,1,1,7,30,12
7900,"bournemouth 20150210","bournemouth",20150210,2,0,0,1,0,0,0,0,0,1,2,2,0,1,0,4,2,2,3,14,10
7901,"bournemouth 20150214","bournemouth",20150214,1,0,0,0,0,0,0,0,0,2,1,4,3,4,0,3,3,1,15,28,17
7902,"bournemouth 20150117","bournemouth",20150117,2,0,0,1,0,0,0,0,0,3,2,1,2,3,0,3,0,1,3,15,11
7903,"bournemouth 20150120","bournemouth",20150120,0,0,0,0,0,0,0,1,0,2,0,4,4,2,0,4,1,0,4,21,11
7904,"bournemouth 20150130","bournemouth",20150130,2,1,0,0,0,0,1,0,0,1,2,3,5,2,0,3,2,1,15,36,15
7905,"bournemouth 20150207","bournemouth",20150207,3,0,0,0,0,0,0,0,0,2,2,1,1,2,1,1,0,2,4,7,9
