"mnum","teamdate","team","date","goal","fkblock","fkgoal","fkmiss","fktarget","penblock","pengoal","penmiss","pentarget","shotibblock","shotibgoal","shotibmiss","shotibtarget","shotobblock","shotobgoal","shotobmiss","shotobtarget","assist","cornertaken","cross","keypass"
229,"derby 20140809","derby",20140809,1,0,0,0,0,0,0,0,0,1,1,2,1,3,0,1,1,1,8,34,9
230,"derby 20140819","derby",20140819,2,0,0,0,0,0,0,0,0,3,1,2,1,2,1,4,2,2,4,32,12
231,"roma 20150404","roma",20150404,1,0,0,0,0,0,0,0,0,2,1,2,0,0,0,1,1,1,2,13,6
232,"roma 20150215","roma",20150215,0,0,0,0,0,0,0,0,0,3,0,5,4,4,0,2,1,0,10,32,14
233,"roma 20141122","roma",20141122,2,1,0,0,0,0,0,0,0,0,2,1,0,2,0,1,0,2,3,10,4
234,"roma 20150322","roma",20150322,1,0,0,1,0,0,0,0,0,2,1,3,2,3,0,3,1,1,3,11,11
235,"brentford 20150515","brentford",20150515,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,2,0,2,23,7
236,"brentford 20150508","brentford",20150508,1,3,0,1,1,0,0,0,0,3,0,5,1,3,1,1,2,0,10,25,10
237,"brentford 20150314","brentford",20150314,1,0,0,0,1,0,0,0,0,6,1,4,3,5,0,4,1,0,16,47,17
238,"brentford 20150303","brentford",20150303,4,0,0,0,1,0,0,0,0,3,2,2,4,2,2,6,2,2,4,16,17
239,"brentford 20150307","brentford",20150307,1,0,0,0,1,0,0,0,0,3,1,4,1,1,0,1,3,0,6,27,9
240,"brentford 20150221","brentford",20150221,3,0,1,0,0,0,0,0,0,1,2,4,5,2,1,1,3,2,8,23,16
241,"brentford 20150228","brentford",20150228,0,1,0,0,1,0,0,0,0,0,0,7,0,2,0,2,2,0,9,31,10
242,"brentford 20150224","brentford",20150224,4,0,0,0,0,0,0,0,0,6,4,7,6,7,0,9,4,3,12,35,38
243,"brentford 20150110","brentford",20150110,1,0,0,1,0,0,0,0,0,4,0,1,4,1,1,3,1,0,9,31,12
244,"brentford 20150210","brentford",20150210,1,0,0,0,0,0,0,0,1,1,1,3,0,2,0,1,1,1,2,10,6
245,"brentford 20150117","brentford",20150117,1,0,0,0,0,0,0,0,0,0,1,4,2,1,0,3,0,1,0,18,10
246,"brentford 20150124","brentford",20150124,2,0,0,0,0,0,1,0,0,1,2,3,1,0,0,2,1,1,5,16,6
247,"brentford 20150131","brentford",20150131,0,0,0,0,0,0,0,0,0,2,0,5,4,1,0,2,2,0,9,29,14
248,"brentford 20150207","brentford",20150207,1,0,0,0,1,0,0,0,0,0,1,2,4,4,0,2,2,1,8,19,12
249,"brentford 20150502","brentford",20150502,3,0,1,0,0,0,0,1,0,1,2,2,5,1,1,0,2,2,8,22,12
250,"brentford 20150425","brentford",20150425,2,1,0,0,0,0,0,0,0,2,2,0,4,4,0,1,1,2,4,9,12
251,"brentford 20150403","brentford",20150403,4,0,1,2,0,0,0,0,0,3,1,1,1,1,3,3,3,3,3,17,12
252,"brentford 20150406","brentford",20150406,2,1,0,0,0,0,0,0,0,7,2,2,4,11,0,4,3,2,11,33,26
253,"brentford 20150411","brentford",20150411,1,0,0,1,0,0,0,0,0,4,0,5,3,1,1,1,2,1,5,15,13
254,"brentford 20150317","brentford",20150317,3,0,0,0,1,0,0,0,0,1,2,1,3,0,1,0,3,2,6,16,8
255,"brentford 20150321","brentford",20150321,2,0,0,0,1,0,1,0,0,5,2,3,3,5,0,2,4,0,6,30,15
256,"brentford 20150418","brentford",20150418,2,0,0,1,1,0,0,0,0,0,2,2,3,3,0,3,4,2,3,16,13
257,"brentford 20150414","brentford",20150414,0,0,0,0,0,0,0,0,0,1,0,5,2,3,0,2,1,0,8,16,12
258,"brentford 20141129","brentford",20141129,4,0,0,0,0,0,0,0,0,1,4,1,1,2,0,0,0,4,8,22,8
259,"brentford 20141213","brentford",20141213,3,0,0,1,0,0,0,0,0,2,3,0,0,2,0,2,2,2,3,14,3
260,"brentford 20141101","brentford",20141101,2,0,0,0,0,0,0,0,0,3,2,1,2,2,0,0,0,2,5,25,8
261,"brentford 20141226","brentford",20141226,2,1,0,0,0,0,0,0,0,2,2,3,3,3,0,2,1,1,3,25,12
262,"brentford 20141108","brentford",20141108,3,0,0,0,0,0,0,0,0,2,3,4,1,0,0,2,4,2,4,17,12
263,"brentford 20141105","brentford",20141105,3,0,0,0,0,0,1,0,0,1,3,1,2,3,0,2,0,1,6,23,8
264,"brentford 20141206","brentford",20141206,1,0,0,0,1,0,0,0,0,2,1,6,4,1,0,5,3,1,7,26,17
265,"brentford 20141121","brentford",20141121,2,0,0,0,1,0,0,0,0,2,1,5,5,1,1,1,2,2,8,41,13
266,"brentford 20141220","brentford",20141220,3,0,0,0,0,0,0,0,0,1,1,0,2,1,2,2,0,3,3,9,9
267,"brentford 20141025","brentford",20141025,1,0,0,0,0,0,0,0,0,3,1,4,3,0,0,3,2,1,11,32,15
268,"brentford 20140823","brentford",20140823,1,0,0,0,0,0,0,0,0,3,1,3,1,0,0,2,2,0,8,26,9
269,"brentford 20140819","brentford",20140819,2,1,0,0,0,0,0,0,0,1,2,1,1,1,0,2,0,2,5,21,5
270,"brentford 20140816","brentford",20140816,0,0,0,1,1,0,0,0,0,1,0,4,3,0,0,6,3,0,6,18,14
271,"brentford 20150214","brentford",20150214,0,1,0,0,1,0,0,0,0,4,0,3,0,6,0,1,4,0,8,26,10
272,"brentford 20140809","brentford",20140809,1,0,0,0,1,0,0,0,0,1,1,3,1,2,0,2,3,1,11,34,13
273,"lazio 20150516","lazio",20150516,1,1,0,0,0,0,0,0,0,2,1,1,1,3,0,6,0,1,6,24,8
274,"lazio 20150531","lazio",20150531,4,1,0,0,0,0,0,0,0,0,2,0,1,1,2,1,0,3,2,10,5
275,"lazio 20150309","lazio",20150309,4,0,0,0,0,0,1,0,0,0,3,0,7,1,1,2,2,0,3,17,10
276,"lazio 20150510","lazio",20150510,1,0,0,1,0,0,0,0,1,1,1,1,4,1,0,2,1,1,8,15,6
277,"lazio 20150429","lazio",20150429,4,0,0,0,0,0,0,0,0,1,3,0,2,2,1,1,1,3,9,26,9
278,"lazio 20150525","lazio",20150525,1,1,0,0,0,0,0,0,0,4,1,2,2,5,0,2,0,1,4,28,9
279,"lazio 20150426","lazio",20150426,1,1,0,1,1,0,0,0,0,3,1,5,3,3,0,5,3,1,8,23,18
280,"lazio 20150404","lazio",20150404,3,0,0,0,1,0,1,1,0,1,2,2,4,0,1,1,3,2,1,19,8
281,"lazio 20150322","lazio",20150322,2,0,1,0,0,0,0,0,0,5,1,3,2,4,1,3,4,1,12,24,17
282,"lazio 20150418","lazio",20150418,0,1,0,1,0,0,0,0,0,2,0,0,1,8,0,4,2,0,9,33,11
283,"lazio 20150412","lazio",20150412,4,0,0,0,0,0,0,0,0,1,3,1,1,1,1,0,1,3,2,7,7
284,"lazio 20150316","lazio",20150316,2,0,0,0,0,0,0,0,0,3,2,3,2,2,0,3,1,2,6,14,15
285,"lazio 20150301","lazio",20150301,3,0,0,1,0,0,0,0,0,0,2,7,3,2,1,3,0,2,3,20,14
286,"lazio 20150222","lazio",20150222,2,0,0,0,0,0,0,0,0,0,2,3,2,0,0,5,4,2,6,25,13
287,"lazio 20150215","lazio",20150215,1,0,0,0,0,0,1,0,0,2,1,3,1,3,0,2,0,0,2,18,6
288,"lazio 20150209","lazio",20150209,0,0,0,1,1,0,0,0,0,2,0,1,2,0,0,1,1,0,4,21,4
289,"lazio 20150124","lazio",20150124,3,0,0,0,0,0,0,0,0,2,3,7,1,0,0,3,2,2,5,24,14
290,"lazio 20150105","lazio",20150105,3,0,0,0,1,0,0,0,0,3,2,3,2,3,1,4,3,3,12,32,17
291,"lazio 20150111","lazio",20150111,2,0,0,0,1,0,0,0,0,1,1,1,2,0,1,3,4,2,5,19,9
292,"lazio 20150118","lazio",20150118,0,0,0,0,0,0,0,0,0,5,0,4,2,1,0,7,2,0,5,43,14
293,"lazio 20141221","lazio",20141221,2,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,2,0,7,3
294,"lazio 20141213","lazio",20141213,3,0,0,0,0,0,0,0,0,2,3,3,4,3,0,6,2,3,10,38,21
295,"lazio 20141207","lazio",20141207,2,0,0,0,1,0,0,0,0,3,2,2,3,3,0,1,1,2,3,23,9
296,"lazio 20141129","lazio",20141129,0,0,0,1,0,0,0,0,0,2,0,3,1,0,0,3,3,0,13,48,9
297,"lazio 20141122","lazio",20141122,0,0,0,0,2,0,0,0,0,4,0,2,1,1,0,3,3,0,6,21,11
298,"lazio 20141109","lazio",20141109,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,2,0,1,4,30,5
299,"lazio 20141103","lazio",20141103,4,0,0,1,0,0,0,0,0,1,4,1,0,3,0,1,1,4,4,17,10
300,"lazio 20141030","lazio",20141030,1,0,0,1,0,0,0,0,0,1,1,2,0,1,0,3,2,0,3,18,4
301,"lazio 20141026","lazio",20141026,2,0,1,0,1,0,0,0,0,1,1,1,3,1,1,1,3,0,3,14,7
302,"lazio 20141019","lazio",20141019,2,1,0,0,0,0,0,0,0,2,2,1,1,1,0,1,2,2,4,16,8
303,"lazio 20141005","lazio",20141005,3,0,0,1,0,0,0,0,0,0,2,0,3,1,1,3,3,2,4,19,9
304,"lazio 20140929","lazio",20140929,4,0,0,0,0,0,0,0,0,1,4,0,3,3,0,1,3,3,1,11,13
305,"lazio 20140925","lazio",20140925,0,0,0,2,0,0,0,0,0,2,0,7,2,3,0,6,2,0,7,49,17
306,"lazio 20140921","lazio",20140921,0,2,0,0,0,0,0,0,0,1,0,4,7,3,0,2,1,0,7,22,13
307,"lazio 20140831","lazio",20140831,1,0,0,0,0,0,0,1,0,2,1,7,2,2,0,5,2,0,10,36,14
308,"lazio 20150201","lazio",20150201,1,0,0,1,0,0,0,0,0,0,0,1,2,1,1,2,3,0,5,22,6
309,"lazio 20140914","lazio",20140914,3,0,0,1,1,0,0,0,0,2,3,1,1,3,0,5,2,3,7,28,13
310,"blackburn 20150228","blackburn",20150228,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,3,0,0,5,18,6
311,"blackburn 20150111","blackburn",20150111,0,0,0,0,1,0,0,0,0,2,0,4,2,0,0,2,1,0,4,24,10
312,"blackburn 20150117","blackburn",20150117,1,0,0,0,0,0,0,0,0,5,0,0,3,1,1,1,0,1,7,19,8
313,"blackburn 20150502","blackburn",20150502,3,0,0,0,0,0,0,0,0,6,3,2,2,3,0,1,1,2,8,24,10
314,"blackburn 20150425","blackburn",20150425,2,0,0,0,0,0,0,0,0,0,2,4,3,1,0,2,1,2,3,13,10
315,"blackburn 20141129","blackburn",20141129,1,0,0,0,1,0,0,0,0,0,1,2,3,1,0,3,3,1,6,18,12
316,"blackburn 20141213","blackburn",20141213,1,0,0,1,0,0,0,0,0,0,1,4,1,1,0,2,2,1,3,31,11
317,"blackburn 20141101","blackburn",20141101,3,0,1,0,0,0,0,0,0,2,2,5,3,1,1,3,0,1,1,15,14
318,"blackburn 20141228","blackburn",20141228,0,0,0,0,1,0,0,0,0,3,0,3,3,0,0,5,4,0,5,27,12
319,"blackburn 20141226","blackburn",20141226,1,2,0,0,0,0,0,0,0,1,1,4,4,4,0,1,1,1,5,20,6
320,"blackburn 20141108","blackburn",20141108,1,1,0,1,1,0,0,0,0,1,1,5,0,1,0,4,3,1,4,15,9
321,"blackburn 20141104","blackburn",20141104,2,0,0,0,0,0,0,0,0,3,2,5,0,3,0,4,0,1,4,14,12
322,"blackburn 20141206","blackburn",20141206,1,0,0,0,0,0,0,0,0,1,1,2,3,1,0,1,2,1,4,22,8
323,"blackburn 20141018","blackburn",20141018,1,0,1,0,0,0,0,0,0,0,0,3,2,1,1,2,0,0,3,14,7
324,"blackburn 20141122","blackburn",20141122,2,0,0,0,0,0,1,0,0,1,2,6,4,5,0,2,0,0,6,28,15
325,"blackburn 20141021","blackburn",20141021,1,0,0,1,0,0,0,0,0,6,1,5,5,2,0,5,3,1,2,24,22
326,"blackburn 20141025","blackburn",20141025,3,0,0,0,0,0,0,0,0,2,3,1,0,4,0,3,2,1,10,30,8
327,"blackburn 20140830","blackburn",20140830,1,2,0,0,1,0,1,0,0,1,1,1,1,9,0,1,3,0,6,23,12
328,"blackburn 20140823","blackburn",20140823,3,0,0,0,0,0,0,0,0,1,3,5,1,1,0,0,1,2,3,17,10
329,"blackburn 20140819","blackburn",20140819,1,0,0,0,0,0,0,0,1,1,0,4,2,1,1,2,1,1,6,20,9
330,"blackburn 20140816","blackburn",20140816,2,0,0,0,0,0,0,0,0,1,2,3,2,1,0,1,1,1,5,15,7
331,"blackburn 20140808","blackburn",20140808,1,1,0,1,0,0,0,0,0,0,0,2,2,3,1,4,0,1,4,25,10
332,"blackburn 20141220","blackburn",20141220,2,0,0,0,0,0,0,0,0,2,2,6,3,1,0,3,2,2,8,26,15
333,"aston villa 20141018","aston villa",20141018,0,0,0,0,0,0,0,0,0,2,0,2,1,2,0,2,1,0,4,27,8
334,"aston villa 20150110","aston villa",20150110,0,0,0,0,0,0,0,0,0,3,0,4,1,2,0,2,0,0,6,22,8
335,"aston villa 20141129","aston villa",20141129,1,0,0,1,0,0,0,0,0,5,1,1,3,4,0,1,3,1,5,26,15
336,"aston villa 20141124","aston villa",20141124,1,1,0,0,0,0,0,0,0,1,1,1,0,3,0,1,0,1,2,23,5
337,"aston villa 20141108","aston villa",20141108,0,1,0,0,0,0,0,0,0,1,0,2,2,1,0,4,2,0,2,15,7
338,"aston villa 20141027","aston villa",20141027,0,0,0,0,0,0,0,0,0,3,0,3,4,2,0,1,2,0,4,31,8
339,"aston villa 20141102","aston villa",20141102,1,0,0,0,0,0,0,0,0,2,1,5,1,0,0,3,0,1,3,20,10
340,"aston villa 20140920","aston villa",20140920,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,1,0,5,20,5
341,"aston villa 20140831","aston villa",20140831,2,0,0,0,1,0,0,0,0,1,2,1,3,0,0,3,1,2,3,10,7
342,"aston villa 20140823","aston villa",20140823,0,0,0,1,0,0,0,0,0,1,0,3,0,3,0,3,0,0,7,24,6
343,"aston villa 20150419","aston villa",20150419,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,2,2,3,13,6
344,"aston villa 20150215","aston villa",20150215,2,0,0,0,0,0,0,0,0,2,2,5,4,0,0,2,2,2,5,29,17
345,"aston villa 20150502","aston villa",20150502,3,0,0,0,1,0,0,0,0,2,3,2,0,1,0,2,1,3,5,16,9
346,"aston villa 20150210","aston villa",20150210,0,0,0,1,0,0,0,0,0,2,0,0,3,0,0,5,1,0,7,20,7
347,"aston villa 20150207","aston villa",20150207,1,0,0,0,0,0,0,0,0,0,1,5,0,2,0,0,0,1,7,36,8
348,"aston villa 20150425","aston villa",20150425,2,0,0,0,0,0,0,0,0,0,1,4,1,3,1,2,1,0,6,23,10
349,"aston villa 20150404","aston villa",20150404,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,1,2,6,5
350,"aston villa 20150407","aston villa",20150407,3,0,1,0,1,0,0,0,0,2,2,7,2,3,1,2,2,2,7,25,14
351,"aston villa 20150411","aston villa",20150411,1,0,0,1,0,0,0,0,0,1,1,4,2,1,0,1,1,1,6,12,9
352,"aston villa 20150509","aston villa",20150509,1,0,0,1,0,0,0,0,0,1,1,4,1,1,0,3,3,1,2,24,9
353,"aston villa 20150101","aston villa",20150101,0,1,0,1,1,0,0,0,0,1,0,5,2,3,0,2,1,0,5,18,10
354,"aston villa 20141202","aston villa",20141202,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,2,9,2
355,"wigan 20150314","wigan",20150314,2,0,2,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,4,13,2
356,"wigan 20141230","wigan",20141230,0,1,0,0,0,0,0,0,0,0,0,4,1,4,0,1,0,0,6,21,6
357,"wigan 20150304","wigan",20150304,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,5,11,1
358,"wigan 20150307","wigan",20150307,0,1,0,0,1,0,0,0,0,2,0,6,1,4,0,4,2,0,9,35,11
359,"wigan 20150224","wigan",20150224,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,3,1,0,3,23,6
360,"wigan 20150228","wigan",20150228,3,0,0,0,0,0,0,0,0,0,3,2,2,2,0,1,1,3,5,17,11
361,"wigan 20150110","wigan",20150110,1,0,0,0,0,0,0,0,0,0,0,4,0,2,1,1,2,1,5,26,11
362,"wigan 20150117","wigan",20150117,1,0,0,0,0,0,0,0,0,2,1,3,1,2,0,1,2,1,3,16,11
363,"wigan 20150124","wigan",20150124,0,0,0,1,0,0,0,0,0,3,0,4,1,4,0,5,3,0,9,34,13
364,"wigan 20150131","wigan",20150131,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,4,16,5
365,"wigan 20150502","wigan",20150502,0,0,0,0,0,0,0,0,1,2,0,1,2,2,0,1,2,0,3,10,7
366,"wigan 20150425","wigan",20150425,0,0,0,0,0,0,0,0,0,1,0,4,2,1,0,3,0,0,10,36,7
367,"wigan 20150403","wigan",20150403,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,2,26,4
368,"wigan 20150406","wigan",20150406,0,0,0,0,0,0,0,0,0,0,0,6,6,3,0,1,1,0,9,25,11
369,"wigan 20150410","wigan",20150410,2,0,1,0,0,0,0,0,0,1,1,1,1,3,1,1,0,1,5,17,7
370,"wigan 20150321","wigan",20150321,1,0,0,1,1,0,0,0,0,1,1,2,5,3,0,6,4,1,10,37,13
371,"wigan 20150317","wigan",20150317,0,0,0,0,0,0,0,0,0,4,0,4,1,2,0,4,0,0,7,25,9
372,"wigan 20150414","wigan",20150414,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,5,17,5
373,"wigan 20150418","wigan",20150418,2,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,1,1,3,12,7
374,"wigan 20141129","wigan",20141129,1,1,0,0,0,0,0,0,0,2,1,4,3,3,0,1,1,1,7,31,12
375,"wigan 20141213","wigan",20141213,1,0,0,0,0,0,0,0,0,0,1,4,3,2,0,1,0,1,6,29,10
376,"wigan 20141226","wigan",20141226,2,0,0,0,0,0,0,0,0,0,2,1,3,1,0,3,0,1,3,10,7
377,"wigan 20141206","wigan",20141206,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,2,1,0,4,24,7
378,"wigan 20140930","wigan",20140930,0,0,0,0,0,0,0,0,0,1,0,4,2,3,0,3,0,0,6,23,10
379,"wigan 20141122","wigan",20141122,1,1,1,0,1,0,0,0,0,1,0,3,1,1,1,4,1,0,6,21,7
380,"wigan 20140927","wigan",20140927,0,0,0,1,1,0,0,0,0,2,0,2,1,2,0,3,1,0,2,14,8
381,"wigan 20140922","wigan",20140922,1,1,0,0,0,0,0,0,0,3,1,6,3,5,0,2,0,1,13,36,15
382,"wigan 20141220","wigan",20141220,1,0,0,0,0,0,0,0,0,1,1,5,3,2,0,2,0,1,11,35,11
383,"wigan 20140916","wigan",20140916,0,1,0,0,0,0,0,0,0,2,0,3,2,3,0,3,2,0,4,16,9
384,"wigan 20140913","wigan",20140913,1,0,0,0,0,0,0,1,0,1,0,7,1,1,1,2,0,0,5,31,7
385,"wigan 20140830","wigan",20140830,4,0,0,0,0,0,0,0,0,1,4,4,2,0,0,5,1,4,7,21,16
386,"wigan 20140823","wigan",20140823,1,1,0,0,0,0,0,0,0,1,1,6,1,3,0,0,0,1,6,29,11
387,"wigan 20140819","wigan",20140819,0,1,0,0,0,0,0,0,0,2,0,3,2,4,0,1,0,0,8,32,8
388,"wigan 20140809","wigan",20140809,2,1,0,0,0,0,0,0,0,1,2,1,1,1,0,2,0,2,2,12,5
389,"everton 20141122","everton",20141122,2,0,0,0,0,0,0,0,0,1,2,3,1,3,0,3,1,1,1,6,11
390,"everton 20141215","everton",20141215,3,0,1,1,0,0,0,0,0,2,1,1,2,2,2,2,2,1,1,7,10
391,"sassuolo 20150517","sassuolo",20150517,3,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,1,2,3,9,4
392,"sassuolo 20150531","sassuolo",20150531,3,1,0,0,0,0,0,1,0,2,3,3,2,3,0,2,1,3,5,18,12
393,"sassuolo 20150429","sassuolo",20150429,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,2,2,0,5,26,10
394,"sassuolo 20150524","sassuolo",20150524,1,0,0,0,0,0,0,0,0,1,0,3,2,2,1,3,0,1,4,9,11
395,"sassuolo 20150426","sassuolo",20150426,2,1,0,0,2,0,0,0,0,0,2,4,1,2,0,5,5,1,4,26,13
396,"sassuolo 20150404","sassuolo",20150404,1,0,0,0,0,0,1,0,0,0,1,2,0,0,0,3,1,0,4,22,6
397,"sassuolo 20150419","sassuolo",20150419,1,0,0,0,0,0,1,0,0,1,1,4,0,0,0,3,0,0,4,25,8
398,"sassuolo 20150412","sassuolo",20150412,1,1,0,1,0,0,0,0,0,2,1,0,0,1,0,2,1,1,1,11,6
399,"sassuolo 20150223","sassuolo",20150223,0,0,0,1,0,0,0,0,0,2,0,1,0,1,0,5,1,0,3,15,7
400,"sassuolo 20150214","sassuolo",20150214,1,0,0,0,2,0,0,0,0,1,1,0,2,6,0,1,4,1,8,26,10
401,"sassuolo 20150208","sassuolo",20150208,1,0,0,1,0,0,0,0,0,1,1,5,1,3,0,6,2,1,5,24,14
402,"sassuolo 20150201","sassuolo",20150201,3,0,0,1,0,0,1,0,0,2,3,2,0,1,0,2,0,1,5,13,7
403,"sassuolo 20150124","sassuolo",20150124,1,1,0,2,0,0,0,0,0,0,1,1,3,3,0,5,0,0,6,30,6
404,"sassuolo 20150106","sassuolo",20150106,2,1,0,0,0,0,0,0,0,0,2,1,0,3,0,2,0,2,1,9,8
405,"sassuolo 20150110","sassuolo",20150110,1,1,0,0,0,0,0,0,0,2,1,6,0,6,0,2,1,1,10,35,12
406,"sassuolo 20141213","sassuolo",20141213,1,0,0,0,0,0,0,0,0,1,1,2,4,1,0,3,2,0,4,25,12
407,"sassuolo 20141206","sassuolo",20141206,2,2,0,1,0,0,0,0,0,0,2,0,1,2,0,1,0,1,1,6,2
408,"sassuolo 20141129","sassuolo",20141129,2,1,0,0,0,0,0,0,0,2,1,3,1,3,1,4,2,2,9,31,12
409,"sassuolo 20141123","sassuolo",20141123,1,0,0,1,0,0,0,0,1,0,1,4,2,2,0,2,3,1,4,19,10
410,"sassuolo 20141108","sassuolo",20141108,0,0,0,0,0,0,0,0,0,1,0,3,3,2,0,3,2,0,8,21,13
411,"sassuolo 20141102","sassuolo",20141102,0,0,0,0,1,0,0,0,0,0,0,3,1,3,0,1,2,0,5,22,7
412,"sassuolo 20141018","sassuolo",20141018,1,1,0,1,0,0,0,0,0,1,1,2,0,1,0,1,1,1,2,7,4
413,"sassuolo 20141005","sassuolo",20141005,2,0,0,1,1,0,1,0,0,0,2,2,4,1,0,2,1,1,1,24,6
414,"sassuolo 20140928","sassuolo",20140928,0,0,0,0,1,0,0,0,0,3,0,1,0,2,0,4,1,0,6,24,6
415,"sassuolo 20140924","sassuolo",20140924,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,3,10,3
416,"sassuolo 20150510","sassuolo",20150510,3,1,0,0,0,0,0,0,0,0,2,1,2,2,1,2,2,2,4,16,8
417,"chievo 20150517","chievo",20150517,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,3,1,0,1,8,2
418,"chievo 20150510","chievo",20150510,2,0,0,1,0,0,1,0,0,5,2,3,1,1,0,6,1,1,11,34,17
419,"chievo 20150503","chievo",20150503,0,0,0,0,0,0,0,0,0,1,0,3,2,1,0,1,3,0,5,17,8
420,"chievo 20150429","chievo",20150429,1,0,0,0,0,0,0,0,0,1,1,4,1,1,0,1,1,1,3,18,6
421,"chievo 20150426","chievo",20150426,1,0,0,0,0,0,0,0,0,2,1,1,0,1,0,2,0,0,2,14,5
422,"chievo 20150404","chievo",20150404,0,0,0,0,0,0,0,0,0,3,0,4,2,0,0,3,2,0,8,33,10
423,"chievo 20150321","chievo",20150321,1,0,0,0,0,0,0,1,0,2,1,2,3,3,0,2,1,1,5,22,12
424,"chievo 20150419","chievo",20150419,1,0,0,0,0,0,0,0,0,0,1,1,3,5,0,2,4,1,4,21,9
425,"chievo 20150315","chievo",20150315,2,0,0,0,0,0,0,0,0,1,2,2,3,1,0,5,1,2,5,17,12
426,"chievo 20150308","chievo",20150308,0,0,0,0,0,0,0,0,0,2,0,3,0,2,0,1,2,0,4,30,9
427,"chievo 20150228","chievo",20150228,0,0,0,0,0,0,0,0,0,2,0,1,1,4,0,1,2,0,6,27,9
428,"chievo 20150222","chievo",20150222,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,5,1,0,3,19,8
429,"chievo 20150215","chievo",20150215,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,4,1,1,2,14,7
430,"chievo 20150211","chievo",20150211,1,0,1,0,0,0,0,0,0,2,0,5,3,1,1,2,0,0,5,28,10
431,"chievo 20150201","chievo",20150201,1,0,0,0,0,0,0,0,0,1,1,5,3,0,0,7,0,0,2,32,14
432,"chievo 20150125","chievo",20150125,0,1,0,0,0,0,0,0,0,1,0,4,1,1,0,0,1,0,1,22,5
433,"chievo 20150111","chievo",20150111,1,0,1,0,1,0,0,0,0,1,0,1,2,2,1,3,1,0,7,19,8
434,"chievo 20150118","chievo",20150118,1,0,0,0,0,0,0,0,0,2,1,3,3,3,0,2,3,0,4,20,13
435,"chievo 20141221","chievo",20141221,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,4,2,1,4,26,8
436,"chievo 20141215","chievo",20141215,0,1,0,0,0,0,0,0,0,2,0,0,2,2,0,2,1,0,7,26,6
437,"chievo 20141208","chievo",20141208,2,0,0,0,0,0,0,0,0,0,2,2,2,0,0,3,1,1,3,15,7
438,"chievo 20141129","chievo",20141129,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,1,1,0,1,14,7
439,"chievo 20141123","chievo",20141123,1,0,0,0,0,0,0,0,0,1,0,5,3,0,1,3,1,1,5,22,11
440,"chievo 20141102","chievo",20141102,0,0,0,0,0,0,0,0,0,1,0,2,0,4,0,4,1,0,5,26,8
441,"chievo 20141029","chievo",20141029,0,0,0,0,0,0,0,0,0,1,0,1,1,4,0,6,2,0,3,15,9
442,"chievo 20141026","chievo",20141026,1,0,0,1,0,0,0,0,1,3,1,1,3,0,0,5,1,1,4,21,11
443,"chievo 20141018","chievo",20141018,0,0,0,0,1,0,0,0,0,3,0,2,1,0,0,3,2,0,2,17,8
444,"chievo 20140928","chievo",20140928,1,0,0,1,0,0,0,0,0,2,1,5,1,3,0,4,2,1,11,42,13
445,"chievo 20140924","chievo",20140924,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,17,3
446,"chievo 20140921","chievo",20140921,2,0,0,0,0,0,0,0,0,1,2,1,1,2,0,2,1,2,4,17,8
447,"chievo 20140914","chievo",20140914,1,0,0,0,0,0,0,0,1,0,1,2,1,2,0,1,0,1,2,11,5
448,"chievo 20140830","chievo",20140830,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,2,0,0,4,18,6
449,"chievo 20150412","chievo",20150412,1,0,0,0,0,0,0,0,0,1,1,5,2,0,0,5,2,1,5,27,14
450,"chievo 20141109","chievo",20141109,2,0,0,0,1,0,0,0,0,0,2,6,2,2,0,5,2,2,5,28,12
451,"fiorentina 20150531","fiorentina",20150531,3,1,0,2,0,0,0,0,0,0,2,3,7,7,1,3,3,2,3,15,20
452,"fiorentina 20150309","fiorentina",20150309,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,3,0,0,5,20,4
